,analysis_sample_rate,audio_md5,danceability,duration,end_of_fade_in,energy,idx_bars_confidence,idx_bars_start,idx_beats_confidence,idx_beats_start,idx_sections_confidence,idx_sections_start,idx_segments_confidence,idx_segments_loudness_max,idx_segments_loudness_max_time,idx_segments_loudness_start,idx_segments_pitches,idx_segments_start,idx_segments_timbre,idx_tatums_confidence,idx_tatums_start,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,track_id,analyzer_version,artist_7digitalid,artist_familiarity,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_mbid,artist_name,artist_playmeid,genre,idx_artist_terms,idx_similar_artists,release,release_7digitalid,song_hotttnesss,song_id,title,track_7digitalid,idx_artist_mbtags,year
15,22050,b2561c848c67cc8446b1433c6939addd,0.0,491.12771,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.0,-8.576,1,0.829,486.034,119.826,4,0.756,TRAABLR128F423B7E3,,3950,0.6364236449500698,0.4479354804795022,ARD842G1187B997376,43.64856,"Toronto, Ontario, Canada",-79.38533,6b52e1be-f27a-433c-b51a-3f2d63abc2ba,Blue Rodeo,-1,,0,0,Outskirts,135122,0.4051157216913865,SOHUOAP12A8AE488E9,Floating,1399936,0,1987
16,22050,0b9438d5b97d76022744eece3862605e,0.0,228.5971,0.223,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.041,-16.11,1,0.516,217.426,127.756,5,0.579,TRAABNV128F425CEE1,,24687,0.4199431484349393,0.33080635685585685,ARIG6O41187B988BDD,37.16793,United States,-95.84502,9f6413ef-4320-4833-87be-3ad1d3bf238f,Richard Souther,18135,,0,0,Cross Currents,149958,0.3347065490692206,SOUQQEA12A8C134B1B,High Tide,1560940,0,0
17,22050,f24a29ab18aaa7c0dcd3527af0aff68f,0.0,599.24853,1.193,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.06,-8.032,1,0.346,591.999,99.273,4,0.158,TRAABRB128F9306DD5,,248913,0.3632805711099885,0.30667609347902947,AR1ZHYZ1187FB3C717,,,,762e2728-f093-4548-8f36-f4580d83e207,Faiz Ali Faiz,-1,,0,0,Panjtan Ka Ghulam,535188,,SOILPQQ12AB017E82A,Sohna Nee Sohna Data,5916675,0,0
18,22050,3e57f1f9670a3aa3bd8901e6eee32149,0.0,290.29832,0.145,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.725,-5.271,1,0.756,285.605,150.062,4,0.931,TRAABVM128F92CA9DC,,1396,0.7071997638379363,0.5134632897021558,ARYKCQI1187FB3B18F,,,,eeacb319-8d4c-48e0-80a0-944e71c375bf,Tesla,7536,,0,0,Gold,372309,0.6841361912294903,SOXLBJT12A8C140925,Caught In A Dream,4143071,0,2004
19,22050,3bb031ff1cff6593efa7c768cfa90d22,0.0,165.69424,0.162,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.011,-6.787,1,0.568,157.391,138.331,4,0.127,TRAABXG128F9318EBD,,399889,0.32031437017067216,0.0,ARNPAGP1241B9C7FD4,,,,,lextrical,-1,,0,0,Whatever Happened To Boredom?,541101,0.0,SOZVMJI12AB01808AF,Synthetic Dream,5991843,0,0
20,22050,3ed412aed58a32b2b8354d02a48c88c3,0.0,151.84934,2.827,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.799,-15.221,1,0.716,146.199,86.186,3,0.929,TRAABYN12903CFD305,,34818,0.39413853984589253,0.29153972708877773,ARQGYP71187FB44566,34.31109,"Mineola, AR",-94.02978,0b8f67b3-b1d8-4d7a-8317-9d2e7e1cb277,Jimmy Wakely,156926,,0,0,1942-1952 Jimmy Wakely,605134,,SOWTBJW12AC468AC6E,Broken-Down Merry-Go-Round,6721979,0,0
21,22050,8125cbddb7b46628dbd8af0dcfdd5611,0.0,220.78649,0.206,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.809,-8.514,1,0.521,207.656,110.382,1,0.192,TRAABYW128F4244559,,185559,0.4898162689820407,0.3285530150180186,ARI3BMM1187FB4255E,38.8991,Washington,-77.029,c5bca5a8-1357-4f4c-8544-b36c814ff6d6,Alice Stuart,-1,,0,0,All The Good Times,239740,0.0,SOBEBDG12A58A76D60,Kassie Jones,3006504,0,0
22,22050,47d2c68a4eaf1c7ed8a1fffc9f9c186e,0.0,269.58322,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.596,-8.05,1,0.666,256.168,111.874,4,1.0,TRAACCG128F92E8A55,,69720,0.6774204652262298,0.37825468551016656,AR5KOSW1187FB35FF4,49.80388,Dubai UAE,15.47491,d3cc4c24-1b5b-4d71-bcc9-1940e0e3e9d3,Elena,34776,,0,0,Un cafe_ setanta matins,386995,0.3135621142479342,SOZCTXZ12AB0182364,Setanta matins,4292004,0,0
23,22050,8c987e191b479de914ece0ece1f8fb9e,0.0,207.77751,0.061,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.381,-4.264,1,0.453,204.696,166.862,4,0.0,TRAACER128F4290F96,,82239,0.839962768151037,0.5418889720336469,ARMAC4T1187FB3FA4C,40.82624,"Morris Plains, NJ",-74.47995,1bc41dff-5397-4c53-bb50-469d2c277197,The Dillinger Escape Plan,11414,,0,0,Miss Machine,223365,0.6665278462297023,SOBBUGU12A8C13E95D,Setting Fire to Sleeping Giants,2439720,0,2004
24,22050,aa483bfe099a6beffc240c997339d9e7,0.0,124.86485,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.697,-12.332,1,0.541,115.74,137.522,4,0.0,TRAACFV128F935E50B,,36525,0.43541581815506936,0.3062422642462862,AR47JEX1187B995D81,37.83721,"Nevada, MO",-94.35868,7994b392-4b14-4b06-b591-fd8b0ad65338,SUE THOMPSON,-1,,0,0,Sue Thompson - Her Very Best,652784,0.4952936212921635,SOBLGCN12AB0183212,James (Hold The Ladder Steady),7232396,0,1985
25,22050,34cf2dce6d6408286cfd65a31dc60194,0.0,225.09669,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.53,-5.908,1,0.512,225.097,164.672,1,0.0,TRAACHN128F1489601,,14773,0.6090637000310501,0.3636513650591166,ARGIWFO1187B9B55B7,,,,34f4bdc2-ed51-44da-af51-7e507d9d4721,Five Bolt Main,-1,,0,0,Live,45730,0.37598430150044215,SOPSWQW12A6D4F8781,Made Like This (Live),488005,0,0
26,22050,bbf8a75f1dbb47d62a9938b2c686a7c3,0.0,338.31138,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.687,-6.486,0,0.486,338.311,125.006,4,1.0,TRAACIW12903CC0F6D,,242273,0.5505136978482137,0.42270564102939107,ARNTLGG11E2835DDB9,,,,4d96f7d0-2f0e-4e92-ba70-a405f96f8cec,Clp,-1,,0,0,Strictly Confidential,672016,,SOZQDIU12A58A7BCF6,Superconfidential,7448953,0,0
27,22050,ebebdcfecb78adaf47a1860e55d5c50d,0.0,186.48771,1.083,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.762,-4.516,1,0.539,175.467,90.022,1,0.971,TRAACLV128F427E123,,14504,0.4597971288376104,0.3499126116745628,ARDNS031187B9924F0,32.67828,Georgia,-83.22295,e29641cc-3658-4886-89d7-3a146d2d3d75,Tim Wilson,7570,,0,0,The Real Twang Thang,160881,,SONYPOM12A8C13B2D7,I Think My Wife Is Running Around On Me (Taco Hell),1699837,0,2005
28,22050,784d7f50a1179d0fad2e771d125fc749,0.0,168.25424,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.812,-9.616,1,0.736,161.89,127.025,4,0.792,TRAACNS128F14A2DF5,,15815,0.5888271005018058,0.3796711247498673,AROUOZZ1187B9ABE51,40.79195,"New York, NY [Spanish Harlem]",-73.94512,dadec058-023e-498a-b1c7-776d03cc88ce,Willie Bobo,-1,,0,0,Willie Bobo's Finest Hour,59744,,SOBZBAZ12A6D4F8742,Spanish Grease,618725,0,1997
29,22050,07b11c250326d20b7c5c2538f56066b5,0.0,156.39465,0.562,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.569,-18.051,1,0.495,150.634,95.957,3,0.689,TRAACOW128F933E35F,,28882,0.3964552539172961,0.2992303679293693,ARH4Z031187B9A71F2,40.73197,"Newark, NJ",-74.17418,8f2974e0-3647-48f6-86f8-603a2c5f31ae,Faye Adams,70806,,0,0,Shake A Hand,373723,0.0,SOVYKGO12AB0187199,Crazy Mixed Up World,5660441,0,1961
30,22050,1bcc5424889fa52e636b6ff801100c24,0.0,342.56934,0.063,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.381,-11.939,1,0.538,333.154,110.189,3,0.353,TRAACPE128F421C1B9,,9947,0.7068276713044582,0.4161730646266773,ARB29H41187B98F0EF,41.88415,Chicago,-87.63241,44fd61e1-119c-479e-8301-8ac5c77148bf,Terry Callier,43725,,0,0,Occasional Rain,228326,0.4137398358601097,SOGNCJP12A58A80271,Do You Finally Need A Friend,2503960,0,1972
31,22050,cb3a96380f2084aa94f38ca0d473d847,0.0,484.62322,28.172,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.283,-15.335,0,0.363,480.363,138.007,4,0.893,TRAACQT128F9331780,,343187,0.5605579839038146,0.45278947675222264,AR1Y2PT1187FB5B9CE,27.94017,Brandon,-82.32547,84f3a2c3-95b4-4d4f-82d9-0e4baf4886ab,John Wesley,-1,,0,0,The Emperor Falls,463514,0.3775316449767025,SOLLHMX12AB01846DC,The Emperor Falls,5158927,0,0
32,22050,519e4222be254d9848224a99cee7511a,0.0,164.80608,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.254,-10.922,1,0.042,156.177,130.1,1,0.0,TRAACSL128F93462F4,,14045,0.6408071019636729,0.4182165181949368,ARAJPHH1187FB5566A,40.7038,"Queens, NY",-73.83168,91d01e5f-252d-469d-a16a-12c613e48e5d,The Shangri-Las,2995,,0,0,Best of The Shangri-Las,643400,0.4432913119053975,SOYTPEP12AB0180E7B,Twist and Shout,7133415,0,1964
33,22050,8b99765c6ea21c447b787845282bd16b,0.0,133.32853,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.384,-9.983,1,0.402,130.009,160.839,1,0.0,TRAACTB12903CAAF15,,16838,0.5237146369702328,0.3846110839616365,AR0RCMP1187FB3F427,30.08615,"Beaumont, TX",-94.10158,615d51ca-3d06-43dc-b956-4d76099f4b5e,Billie Jo Spears,56462,,0,0,20 Of Her Best,663761,0.0,SOGXHEG12AB018653E,It Makes No Difference Now,7357260,0,1992
34,22050,bff34ce1d6c7b9f71ee7b5737e9ec741,0.0,173.66159,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.299,-7.762,1,0.464,164.908,41.993,1,0.0,TRAACVS128E078BE39,,9222,0.7936050803712417,0.42631795640769016,AREBBGV1187FB523D2,,"Houston, TX",,7685015d-bd3b-4888-9020-3288c421cc9f,Mike Jones (Featuring CJ_ Mello & Lil' Bran),2567,,0,0,Who Is Mike Jones?,12882,,SOOLYAZ12A6701F4A6,Laws Patrolling (Album Version),133966,0,0
35,22050,26b62d8f58664a9fce20a58c9c296fc9,0.0,313.12934,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.724,-9.512,1,0.364,307.688,189.646,3,0.674,TRAACZK128F4243829,,107468,0.5015447771039371,0.39273367554668775,ARGUVEV1187B98BA17,,,,017f5df4-c30c-4799-95f7-997bd5b88df7,Sierra Maestra,185183,,0,0,Tibiri Tabara,270281,,SOGOSOV12AF72A285E,¿Dónde va Chichi?,3003122,0,1997
36,22050,206108fa28f21272fb5502be54119f78,0.0,450.84689,0.467,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.726,-9.063,0,0.367,426.104,130.586,4,0.42,TRAADDS128F425C68B,,16860,0.8093237930019529,0.48801984168567314,ARPQ4Z01187FB3A736,29.42449,"San Antonio, TX",-98.49462,2339bc21-aa92-4850-86f0-4bb9433910c8,Butthole Surfers,110955,,0,0,Piouhgd + Widowermaker!,244586,0.593943075901947,SOJXVAH12A8C139700,"Barking Dogs (From ""Piouhgd"")",2788206,0,0
37,22050,97d776fe6da052dcdd7244901af7ec04,0.0,303.09832,0.067,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.532,-8.879,0,0.516,294.818,128.292,4,0.83,TRAADED128F42741FD,,45784,0.632559542284651,0.41168895978577885,ARNQAVF11F4C844C04,,,,,Despina Vandi,447,,0,0,Profities,157648,,SOVXMTN12A8C135A18,OUTE ENA EFHARISTO,1658618,0,0
38,22050,3424e5e202aba39cb777a4d532abd2ff,0.0,128.83546,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-17.699,1,0.251,121.423,90.932,3,1.0,TRAADEV128F9348C0A,,34461,0.5975412179723806,0.38265197113973687,ARXUT4W1187FB48BEB,,,,e927aaaa-323e-4f90-952d-b420212191b2,Javier Navarrete,-1,,0,0,Cracks,644631,0.3943948561005826,SORSECL12AB0182267,Midnight Swim,7143933,0,0
39,22050,ee563dc9b78a4d9f39edc3431f014093,0.0,456.30649,0.241,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.611,-19.478,1,0.546,451.315,89.667,4,0.747,TRAADHS12903CE70A9,,125706,0.49544592177023467,0.294861261887382,ARDD1RC1187B9B52B4,,,,5665cefe-8f12-4328-b66b-2f62644be484,Jacob Young,-1,,0,0,Pieces Of Time,730551,0.0,SOOGFBZ12AC3DF7FF2,In A Subtle Way,8093189,0,0
40,22050,2fb63b556f85dcfba3ed11b688ba953e,0.0,198.73914,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.673,-7.469,1,0.579,193.016,115.061,4,0.731,TRAADIV12903CB15C1,,527722,0.5278650761586818,0.3931219335710068,ARLGWFM1187FB4AC9F,34.05349,California - LA,-118.24532,575122b0-bdba-442d-891c-8a8b2999aa98,Scarlet's Remains,-1,,0,0,The Palest Grey,709879,0.450992311636255,SOMSBGZ12AB018C4CB,Spin,7872290,0,2007
41,22050,1471d168999432ec6360889940e3e0e1,0.0,95.68608,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.421,-2.022,1,0.589,87.806,115.887,4,0.744,TRAADLH12903CA70EE,,240277,0.6686745328613157,0.4675384440100101,ARWYVP51187B98C516,42.33168,"Detroit, MI",-83.04792,c6d2cbdf-30e7-4233-a1b4-e892f116ada1,The Suicide Machines,-1,,0,0,A Match & Some Gasoline,706005,0.5287824809425877,SONYRZV12AB018AF70,Burning In The Aftermath,7830058,0,2003
42,22050,7bbefe182a5d8a70b5b72a64a14f6c1b,0.0,271.49016,0.171,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.301,-10.358,0,0.392,263.784,139.333,1,0.0,TRAADLN128F14832E9,,522,0.8148296561331122,0.7357656929506414,ARFCUN31187B9AD578,51.50632,"London, England",-0.12714,b071f9fa-14b0-4217-8e97-eb41da73f598,The Rolling Stones,10490,,0,0,Jump Back - The Best Of The Rolling Stones_ '71-'93,42595,0.8344926198909054,SONQBUB12A6D4F8ED0,Angie (1993 Digital Remaster),453879,0,0
43,22050,b568d4f2a491bec936881d13e965c1dd,0.0,226.66404,0.311,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863,-12.716,1,0.671,219.51,117.271,4,0.453,TRAADLR12903CF8D7E,,176139,0.4823560425909108,0.3500785789894733,AR6YDKV1187B989230,,,,a3bbee3c-ef45-43e7-bf4f-ba0f871ea716,Roberto Torres,-1,,0,0,Lo Mejor con La Orq. Broadway,782470,0.0,SOHGKJW12AC468A8BD,Sabor Guajiro,8653966,0,0
44,22050,b477cf436c14e093b3fef949d18932c0,0.0,190.48444,0.258,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.544,-15.663,1,0.596,177.029,102.428,4,0.496,TRAADLX128F1469250,,16308,0.6610801676039384,0.4427658420289504,ARV1JVD1187B9AD195,35.91463,"Chapel Hill, NC",-79.05661,3ddc1fe4-0abb-4af0-9392-e36720386842,Loudon Wainwright III,14418,,0,0,Grown Man,28723,0.5101193140330347,SOINBCU12A6D4F94C0,Human Cannonball,315300,0,1995
45,22050,ff6a3b61c73903e886d364ac05531d51,0.0,277.78567,0.24,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-6.944,1,0.0,267.453,89.984,4,0.0,TRAADMH128F9343E59,,6186,0.7011808736075507,0.4666288889016846,AR7TTS41187B9B42D3,34.36401,"Oxford, MS",-89.51877,355eed00-6c40-4d33-940a-600b2597407a,R.L. Burnside,26588,,0,0,A Bothered Mind,557761,0.48213758506501503,SOTWVQT12A58A79650,Glory Be,6169318,0,2004
46,22050,a77e2966eaa31170f28ece01fcee24b4,0.0,248.78975,0.183,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.754,-7.805,1,0.597,246.19,116.721,4,0.522,TRAADNA128F9331246,,48814,0.7337989404362274,0.544257505724526,ART3O5Z1187B9AB043,32.77815,"Dallas, TX",-96.7954,f5426431-f490-4678-ad44-a75c71097bb4,Stevie Ray Vaughan,9729,,0,0,Greatest Hits,417945,,SOTSEJY12AB0180F56,Crossfire,4659073,0,1992
47,22050,8bd7911d74bd9afce01290bad03d195d,0.0,195.3171,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.98,-10.7,1,0.753,187.617,123.142,4,0.678,TRAADOF12903CAA1C1,,39546,0.5906929179471623,0.45281783769711387,AR5U94U1187FB5CDCF,,,,d83e599c-2d5a-44ec-b727-587e1455b1b5,John Hammond,7350,,0,0,Bluesman,575531,,SOTSETT12AB01863B8,I Can't Be Satisfied,6378564,0,2002
48,22050,1bb9cb115bdcbad912cb3bea9facb2b8,0.0,175.72526,0.734,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522,-10.93,1,0.474,168.699,141.919,4,0.445,TRAADQX128F422B4CF,,48409,0.6653221619060184,0.3942171989010042,ARRJNTE1187FB44E12,,,,73d882c7-1146-4012-a61b-a3b2c11fce2f,Casiotone For The Painfully Alone,-1,,0,0,Etiquette,234425,0.7858922883883538,SOTUNMH12A6D4FA3E6,Nashville Parthenon,2573759,0,2006
49,22050,7b3f44c5a55e1ad736d334901f18fe5e,0.0,217.23383,1.042,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.005,-9.493,0,0.305,213.496,95.596,4,1.0,TRAADRN128F932D607,,7171,0.5040756699303163,0.3345773601190987,AR6IRG41187B9A4D98,52.51607,"Berlin, Germany",13.37698,168e3ccd-91f5-480c-970a-b35171c71164,Ec8or,-1,,0,0,Ec8or,505301,,SOEPPKB12AB018418B,Cocain Ducks,5591305,0,1995
